handle,caption_name,location,location_lower,type,exclude_groups,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
mmarrerocruz,Cuban Prime Minister Marrero,Cuba,cuba,Heads of State,,,cuba,HeadsOfState,Cuban Prime Minister Marrero,,dgm_og_mentioner_v6,4f2c4d0e5154a914027fe46f63e4de83,dgm_og_mentioner_v6__4f2c4d0e5154a914027fe46f63e4de83
diazcanelb,Cuban President Diaz-Canel,Cuba,cuba,Heads of State,,,cuba,HeadsOfState,Cuban President Diaz-Canel,,dgm_og_mentioner_v6,aeab95d9b2d9fec13fa1ecba47ae908c,dgm_og_mentioner_v6__aeab95d9b2d9fec13fa1ecba47ae908c
lianystr,Cuban Ambassador to US,Cuba,cuba,Host Nation Ambassadors to US,,,cuba,HostNationAmbassadorsToUs,Cuban Ambassador to US,,dgm_og_mentioner_v6,2d42b8a012181918ef202b3d8eabe10f,dgm_og_mentioner_v6__2d42b8a012181918ef202b3d8eabe10f
embacubaus,Cuban Embassy in US,Cuba,cuba,US ambassadors,,,cuba;united states,UsAmbassadors,Cuban Embassy in US,,dgm_og_mentioner_v6,a6f68368cdc317187e744138619d08a6,dgm_og_mentioner_v6__a6f68368cdc317187e744138619d08a6
georgechacalli,Cypriot Ambassador to UNESCO,Cuyprus,cuyprus,Ambassadors & Representatives,,,cuyprus;cyprus,Ambassadors&Representatives,Cypriot Ambassador to UNESCO,,dgm_og_mentioner_v6,72e498b81aad2f6c1cf5bde18eb1c4fe,dgm_og_mentioner_v6__72e498b81aad2f6c1cf5bde18eb1c4fe
pifux,Swiss Ambassador to Cyprus,Cyprus,cyprus,Ambassadors & Representatives,,,cyprus;switzerland,Ambassadors&Representatives,Swiss Ambassador to Cyprus,,dgm_og_mentioner_v6,d6ef52e05e24eed91b11465197fcaa85,dgm_og_mentioner_v6__d6ef52e05e24eed91b11465197fcaa85
aushccyprus,Australian High Commissioner to Cyprus,Cyprus,cyprus,Ambassadors & Representatives,,,cyprus;australia,Ambassadors&Representatives,Australian High Commissioner to Cyprus,,dgm_og_mentioner_v6,2cfe5f11db1f50a1e0af1a3c1707a738,dgm_og_mentioner_v6__2cfe5f11db1f50a1e0af1a3c1707a738
amavroyiannis,Cypriot Permanent Representative to UN,Cyprus,cyprus,Ambassadors & Representatives,,,cyprus;cyprus;un,Ambassadors&Representatives,Cypriot Permanent Representative to UN,,dgm_og_mentioner_v6,c987c482c3cc2e8bcf83df71b594ca13,dgm_og_mentioner_v6__c987c482c3cc2e8bcf83df71b594ca13
salinagrenet,French Ambassador to Cyprus,Cyprus,cyprus,Ambassadors & Representatives,,,france;cyprus,Ambassadors&Representatives,French Ambassador to Cyprus,,dgm_og_mentioner_v6,83d237783f7044269cbb8132ccf77bc4,dgm_og_mentioner_v6__83d237783f7044269cbb8132ccf77bc4
christodulides,Cypriot Foreign Minister Christodoulides,Cyprus,cyprus,Foreign Minister,,,cyprus,ForeignMinister,Cypriot Foreign Minister Christodoulides,,dgm_og_mentioner_v6,5fc88d71ae605cd068700a359daa3bf4,dgm_og_mentioner_v6__5fc88d71ae605cd068700a359daa3bf4
cyprusmfa,Cypriot Foreign Ministry,Cyprus,cyprus,Foreign Ministry,,,cyprus,ForeignMinistry,Cypriot Foreign Ministry,,dgm_og_mentioner_v6,d62b31d4673908078e4eb9bcc08363e6,dgm_og_mentioner_v6__d62b31d4673908078e4eb9bcc08363e6
anastasiadescy,Cypriot President Anastasiades,Cyprus,cyprus,Heads of State,,,cyprus,HeadsOfState,Cypriot President Anastasiades,,dgm_og_mentioner_v6,0c024e1da4af78c2a933d37b91c906a0,dgm_og_mentioner_v6__0c024e1da4af78c2a933d37b91c906a0
marioslyssiotis,Cypriot Ambassador to US,Cyprus,cyprus,Host Nation Ambassadors to US,,,cyprus,HostNationAmbassadorsToUs,Cypriot Ambassador to US,,dgm_og_mentioner_v6,72110b0440f9e6b4294d89b3a002a1a2,dgm_og_mentioner_v6__72110b0440f9e6b4294d89b3a002a1a2
nickarcherfcdo,UK Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;uk,Ambassadors&Representatives,UK Ambassador to Czech Republic,,dgm_og_mentioner_v6,4ad405e54ded3450d1f562f49fd40fc2,dgm_og_mentioner_v6__4ad405e54ded3450d1f562f49fd40fc2
ambswisscz,Swiss Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;switzerland,Ambassadors&Representatives,Swiss Ambassador to Czech Republic,,dgm_og_mentioner_v6,637584227979e30745ba31f0af4ad19a,dgm_og_mentioner_v6__637584227979e30745ba31f0af4ad19a
dkambczechia,Danish Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;denmark,Ambassadors&Representatives,Danish Ambassador to Czech Republic,,dgm_og_mentioner_v6,af36f59543679e49123288e4cbc93055,dgm_og_mentioner_v6__af36f59543679e49123288e4cbc93055
inestroha,Croatian Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;croatia,Ambassadors&Representatives,Croatian Ambassador to Czech Republic,,dgm_og_mentioner_v6,7ddefe9f622a60cc720d3b863cf81a66,dgm_og_mentioner_v6__7ddefe9f622a60cc720d3b863cf81a66
yperebyinis,Ukrainian Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;ukraine,Ambassadors&Representatives,Ukrainian Ambassador to Czech Republic,,dgm_og_mentioner_v6,93ee8dc7fdc7bd305520f4a5edb304ec,dgm_og_mentioner_v6__93ee8dc7fdc7bd305520f4a5edb304ec
velvyslanec_srn,German Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;germany,Ambassadors&Representatives,German Ambassador to Czech Republic,,dgm_og_mentioner_v6,b08296e0a6aee48e89f03ac2e9fa3ebd,dgm_og_mentioner_v6__b08296e0a6aee48e89f03ac2e9fa3ebd
cmanahanirl,Irish Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;ireland,Ambassadors&Representatives,Irish Ambassador to Czech Republic,,dgm_og_mentioner_v6,c2f05151e2933ed1d8b615e5de91be09,dgm_og_mentioner_v6__c2f05151e2933ed1d8b615e5de91be09
mszbernatowicz,Polish Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;poland,Ambassadors&Representatives,Polish Ambassador to Czech Republic,,dgm_og_mentioner_v6,be08b0a7d0a747e5fc98984fd333387d,dgm_og_mentioner_v6__be08b0a7d0a747e5fc98984fd333387d
ambmeron,Israeli Ambassador to Czech Republic,Czech Republic,czech republic,Ambassadors & Representatives,,,czech republic;israel,Ambassadors&Representatives,Israeli Ambassador to Czech Republic,,dgm_og_mentioner_v6,6d7ab57e492070794bed6cd3ca6dad30,dgm_og_mentioner_v6__6d7ab57e492070794bed6cd3ca6dad30
jakubkulhanek,Czech Foreign Minister Kulhanek,Czech Republic,czech republic,Foreign Minister,,,czech republic,ForeignMinister,Czech Foreign Minister Kulhanek,,dgm_og_mentioner_v6,948ff441c73e35594feffe75e94080d1,dgm_og_mentioner_v6__948ff441c73e35594feffe75e94080d1
czechmfa,Czech Foreign Ministry,Czech Republic,czech republic,Foreign Ministry,,,czech republic,ForeignMinistry,Czech Foreign Ministry,,dgm_og_mentioner_v6,7221fd85e5872e2cf66189044d87ff4e,dgm_og_mentioner_v6__7221fd85e5872e2cf66189044d87ff4e
mzvcr,Czech Foreign Ministry,Czech Republic,czech republic,Foreign Ministry,,,czech republic,ForeignMinistry,Czech Foreign Ministry,,dgm_og_mentioner_v6,7221fd85e5872e2cf66189044d87ff4e,dgm_og_mentioner_v6__7221fd85e5872e2cf66189044d87ff4e
usambprague,US Ambassador to Czech Republic,Czech Republic,czech republic,US ambassadors,,,czech republic;united states,UsAmbassadors,US Ambassador to Czech Republic,,dgm_og_mentioner_v6,b2fd892cc9b209a5e507aa16de0cef01,dgm_og_mentioner_v6__b2fd892cc9b209a5e507aa16de0cef01
ayesharekhi,Canadian Ambassador to Czechia,Czechia,czechia,Ambassadors & Representatives,,,czechia;canada,Ambassadors&Representatives,Canadian Ambassador to Czechia,,dgm_og_mentioner_v6,1ff80a334a214afd9311e45bde2eca58,dgm_og_mentioner_v6__1ff80a334a214afd9311e45bde2eca58
diplomatierdc,Congolese Foreign Ministry,Democratic Republic of the Congo,democratic republic of the congo,Foreign Ministry,,,democratic republic of the congo,ForeignMinistry,Congolese Foreign Ministry,,dgm_og_mentioner_v6,ef3c310b27541f1da9181471ffd00881,dgm_og_mentioner_v6__ef3c310b27541f1da9181471ffd00881
brunotshibala,DRC Prime Minister Shibala,Democratic Republic of the Congo,democratic republic of the congo,Heads of State,,,democratic republic of the congo,HeadsOfState,DRC Prime Minister Shibala,,dgm_og_mentioner_v6,1f87e2b100f9b3705fb1a402d6796412,dgm_og_mentioner_v6__1f87e2b100f9b3705fb1a402d6796412
usambdenmark,US Charge d'Affaires to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;united states,Ambassadors&Representatives,US Charge d'Affaires to Denmark,,dgm_og_mentioner_v6,3f70991e8b820637e15921a08e418117,dgm_og_mentioner_v6__3f70991e8b820637e15921a08e418117
dschroederuk,UK Ambassador to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;uk,Ambassadors&Representatives,UK Ambassador to Denmark,,dgm_og_mentioner_v6,0903eb43c0b4a6b575ed13df4873796d,dgm_og_mentioner_v6__0903eb43c0b4a6b575ed13df4873796d
oveullerup,Danish Ambassador to Nordic Cooperation and Baltic Sea Council,Denmark,denmark,Ambassadors & Representatives,,,denmark;denmark,Ambassadors&Representatives,Danish Ambassador to Nordic Cooperation and Baltic Sea Council,,dgm_og_mentioner_v6,3ee9a3c2ea7d2b006a291b77336110f7,dgm_og_mentioner_v6__3ee9a3c2ea7d2b006a291b77336110f7
ehopkinsfcdo,Danish Ambassador to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;uk,Ambassadors&Representatives,Danish Ambassador to Denmark,,dgm_og_mentioner_v6,ff91aa3cabb8cdf4ab1c7ab1f9b28021,dgm_og_mentioner_v6__ff91aa3cabb8cdf4ab1c7ab1f9b28021
ausambdk,Australian Ambassador to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;australia,Ambassadors&Representatives,Australian Ambassador to Denmark,,dgm_og_mentioner_v6,8d37388d14b5dd50072a8988f7238c61,dgm_og_mentioner_v6__8d37388d14b5dd50072a8988f7238c61
mwlachovsky,Slovakian Ambassador to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;slovakia,Ambassadors&Representatives,Slovakian Ambassador to Denmark,,dgm_og_mentioner_v6,c1feb4404beb1cb163d0739cfa23052d,dgm_og_mentioner_v6__c1feb4404beb1cb163d0739cfa23052d
pooja_kapur,Indian Ambassador to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;india,Ambassadors&Representatives,Indian Ambassador to Denmark,,dgm_og_mentioner_v6,f96bee49b84fafc6a46f26949d2333ff,dgm_og_mentioner_v6__f96bee49b84fafc6a46f26949d2333ff
amengtoft,Danish Tech Ambassador,Denmark,denmark,Ambassadors & Representatives,,,denmark;denmark,Ambassadors&Representatives,Danish Tech Ambassador,,dgm_og_mentioner_v6,747bad29b7601cbdfe8fea8fe3a54804,dgm_og_mentioner_v6__747bad29b7601cbdfe8fea8fe3a54804
robzaagman,Dutch Ambassador to Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;netherlands,Ambassadors&Representatives,Dutch Ambassador to Denmark,,dgm_og_mentioner_v6,df892940fd69b3683ce5b700d48ce0dd,dgm_og_mentioner_v6__df892940fd69b3683ce5b700d48ce0dd
larsandelars,Norwegian Deputy Head of Mission in Denmark,Denmark,denmark,Ambassadors & Representatives,,,denmark;norway,Ambassadors&Representatives,Norwegian Deputy Head of Mission in Denmark,,dgm_og_mentioner_v6,5bd719f275084c46b10575e7adc1fdc5,dgm_og_mentioner_v6__5bd719f275084c46b10575e7adc1fdc5
jeppekofod,Danish Foreign Minister Kofod,Denmark,denmark,Foreign Minister,,,denmark,ForeignMinister,Danish Foreign Minister Kofod,,dgm_og_mentioner_v6,d50f87faec8d3f1b3725e1682d1957eb,dgm_og_mentioner_v6__d50f87faec8d3f1b3725e1682d1957eb
danishmfa,Danish Foreign Ministry,Denmark,denmark,Foreign Ministry,,,denmark,ForeignMinistry,Danish Foreign Ministry,,dgm_og_mentioner_v6,1a60308931c252eda2110b011bff9b25,dgm_og_mentioner_v6__1a60308931c252eda2110b011bff9b25
dkambusa,Danish Ambassador to US,Denmark,denmark,Host Nation Ambassadors to US,,,denmark,HostNationAmbassadorsToUs,Danish Ambassador to US,,dgm_og_mentioner_v6,321dfd43318b8a459f6dbc40b03ce6d6,dgm_og_mentioner_v6__321dfd43318b8a459f6dbc40b03ce6d6
usambdenmark,US Ambassador to Denmark Dwyer,Denmark,denmark,US ambassadors,,,denmark;united states,UsAmbassadors,US Ambassador to Denmark Dwyer,,dgm_og_mentioner_v6,289061a8aa126b16f508431b0e55cfae,dgm_og_mentioner_v6__289061a8aa126b16f508431b0e55cfae
ismailoguelleh,Djiboutian President Guelleh,djibouti,djibouti,Heads of State,,,djibouti,HeadsOfState,Djiboutian President Guelleh,,dgm_og_mentioner_v6,5af31c9958be8d11f114d45f6d68cb50,dgm_og_mentioner_v6__5af31c9958be8d11f114d45f6d68cb50
ambdoualeh,Djiboutian Ambassador to US,Djibouti,djibouti,Host Nation Ambassadors to US,,,djibouti,HostNationAmbassadorsToUs,Djiboutian Ambassador to US,,dgm_og_mentioner_v6,342ec7ef948fd4121671177cac7187d6,dgm_og_mentioner_v6__342ec7ef948fd4121671177cac7187d6
voteforkenneth,Dominican Foreign Minister Darroux,Dominica,dominica,Foreign Minister,,,dominica,ForeignMinister,Dominican Foreign Minister Darroux,,dgm_og_mentioner_v6,319e43a91777404fcdd9ed0cd1974a04,dgm_og_mentioner_v6__319e43a91777404fcdd9ed0cd1974a04
embzhangrun,Chinese Ambassador to Dominican Republic,Dominican Republic,dominican republic,Ambassadors & Representatives,,,dominican republic;china,Ambassadors&Representatives,Chinese Ambassador to Dominican Republic,,dgm_og_mentioner_v6,6781587cad461a5ab80995bf4e4a84cc,dgm_og_mentioner_v6__6781587cad461a5ab80995bf4e4a84cc
averrijp,Dutch Ambassador to the Dominican Republic and Haiti,Dominican Republic,dominican republic,Ambassadors & Representatives,,,dominican republic;netherlands,Ambassadors&Representatives,Dutch Ambassador to the Dominican Republic and Haiti,,dgm_og_mentioner_v6,edce6878eb4facb4d4d12a8f6c3f1fb6,dgm_og_mentioner_v6__edce6878eb4facb4d4d12a8f6c3f1fb6
ggrippaue,EU Ambassador to Dominican Republic,Dominican Republic,dominican republic,Ambassadors & Representatives,,,dominican republic;eu,Ambassadors&Representatives,EU Ambassador to Dominican Republic,,dgm_og_mentioner_v6,f78819890b4aa8bc302fd696a78b1a63,dgm_og_mentioner_v6__f78819890b4aa8bc302fd696a78b1a63
robalsdqalvarez,Dominican Republic Foreign Minister Alvarez,Dominican Republic,dominican republic,Foreign Minister,,,dominican republic,ForeignMinister,Dominican Republic Foreign Minister Alvarez,,dgm_og_mentioner_v6,c9259dff9d423fed517f3824b950f382,dgm_og_mentioner_v6__c9259dff9d423fed517f3824b950f382
mirexrd,Dominican Republic Foreign Ministry,Dominican Republic,dominican republic,Foreign Ministry,,,dominican republic,ForeignMinistry,Dominican Republic Foreign Ministry,,dgm_og_mentioner_v6,fcf32be3eaa376b0f884812bbda83093,dgm_og_mentioner_v6__fcf32be3eaa376b0f884812bbda83093
presidenciard,Dominican President,dominican republic,dominican republic,Heads of State,,,dominican republic,HeadsOfState,Dominican President,,dgm_og_mentioner_v6,0e7b0c2991181e62f7f3168520cf162b,dgm_og_mentioner_v6__0e7b0c2991181e62f7f3168520cf162b
soniaguzmank,Dominican Republic Ambassador to US,Dominican Republic,dominican republic,Host Nation Ambassadors to US,,,dominican republic,HostNationAmbassadorsToUs,Dominican Republic Ambassador to US,,dgm_og_mentioner_v6,db5b14bb3596bd15f105094e9296ee91,dgm_og_mentioner_v6__db5b14bb3596bd15f105094e9296ee91
mockbulali,UK Ambassador to Dominican Republic and Haiti,Dominican Republic and Haiti,dominican republic and haiti,Ambassadors & Representatives,,,dominican republic and haiti;uk,Ambassadors&Representatives,UK Ambassador to Dominican Republic and Haiti,,dgm_og_mentioner_v6,0debb15726353be0a38b8feaa574ee1f,dgm_og_mentioner_v6__0debb15726353be0a38b8feaa574ee1f
jmchataigner,EU Ambassador to DRC,DRC,drc,Ambassadors & Representatives,,,drc;france,Ambassadors&Representatives,EU Ambassador to DRC,,dgm_og_mentioner_v6,de166092b4a5a769777dee52cfdff6a0,dgm_og_mentioner_v6__de166092b4a5a769777dee52cfdff6a0
jolkeoppewal,"Dutch Ambassador to DRC, Republic of Congo, and Central African Republic","DRC, Republic of Congo, Central African Republic","drc, republic of congo, central african republic",Ambassadors & Representatives,,,"drc, republic of congo, central african republic;netherlands",Ambassadors&Representatives,"Dutch Ambassador to DRC, Republic of Congo, and Central African Republic",,dgm_og_mentioner_v6,aa3a322d02043c116a64555a7f419ce3,dgm_og_mentioner_v6__aa3a322d02043c116a64555a7f419ce3
hmacampbell,UK Ambassador to Ecuador,Ecuador,ecuador,Ambassadors & Representatives,,,ecuador;uk,Ambassadors&Representatives,UK Ambassador to Ecuador,,dgm_og_mentioner_v6,8f5f09e236c696a7dcc965612ad5b737,dgm_og_mentioner_v6__8f5f09e236c696a7dcc965612ad5b737
s_aghajani,Iranian Ambassador to Ecuador,Ecuador,ecuador,Ambassadors & Representatives,,,ecuador;iran,Ambassadors&Representatives,Iranian Ambassador to Ecuador,,dgm_og_mentioner_v6,b28dd9fb8fa2b6abb29d61fc7cf3f937,dgm_og_mentioner_v6__b28dd9fb8fa2b6abb29d61fc7cf3f937
sylvie_bedard,Canadian Ambassador to Ecuador,Ecuador,ecuador,Ambassadors & Representatives,,,ecuador;canada,Ambassadors&Representatives,Canadian Ambassador to Ecuador,,dgm_og_mentioner_v6,f95a17fe981a4c10c56abd31194a3794,dgm_og_mentioner_v6__f95a17fe981a4c10c56abd31194a3794
luisgallegosec,Ecuadorian Foreign Minister Gallegos Chiriboga,Ecuador,ecuador,Foreign Minister,,,ecuador,ForeignMinister,Ecuadorian Foreign Minister Gallegos Chiriboga,,dgm_og_mentioner_v6,59dfc9b0eeee944b65439978a19e7298,dgm_og_mentioner_v6__59dfc9b0eeee944b65439978a19e7298
mfaecuador,Ecuadorian Foreign Ministry,Ecuador,ecuador,Foreign Ministry,,,ecuador,ForeignMinistry,Ecuadorian Foreign Ministry,,dgm_og_mentioner_v6,37764a72f9b806cd08dfec4d771f300d,dgm_og_mentioner_v6__37764a72f9b806cd08dfec4d771f300d
cancilleriaec,Ecuadorian Foreign Ministry,Ecuador,ecuador,Foreign Ministry,,,ecuador,ForeignMinistry,Ecuadorian Foreign Ministry,,dgm_og_mentioner_v6,37764a72f9b806cd08dfec4d771f300d,dgm_og_mentioner_v6__37764a72f9b806cd08dfec4d771f300d
presidencia_ec,Ecuadorian President,ecuador,ecuador,Heads of State,,,ecuador,HeadsOfState,Ecuadorian President,,dgm_og_mentioner_v6,dc837b0652dd59ee3f45e2587777f6e9,dgm_og_mentioner_v6__dc837b0652dd59ee3f45e2587777f6e9
ivonnebaki,Ecuadorian Ambassador to US,Ecuador,ecuador,Host Nation Ambassadors to US,,,ecuador,HostNationAmbassadorsToUs,Ecuadorian Ambassador to US,,dgm_og_mentioner_v6,0b6e33c45036c5d8bdcf76aa94a882d0,dgm_og_mentioner_v6__0b6e33c45036c5d8bdcf76aa94a882d0
anguesimeon,Equatorial Guinean Foreign Minister Oyono Esono Angue,Ecuatorial Guinea,ecuatorial guinea,Foreign Minister,,,ecuatorial guinea,ForeignMinister,Equatorial Guinean Foreign Minister Oyono Esono Angue,,dgm_og_mentioner_v6,3884eff78958244a31d033297154f02d,dgm_og_mentioner_v6__3884eff78958244a31d033297154f02d
amiraoron,Israeli Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;israel,Ambassadors&Representatives,Israeli Ambassador to Egypt,,dgm_og_mentioner_v6,c35ab0e6f8d9073812d91ddf67e42759,dgm_og_mentioner_v6__c35ab0e6f8d9073812d91ddf67e42759
ambliaoliqiang,Chinese Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;china,Ambassadors&Representatives,Chinese Ambassador to Egypt,,dgm_og_mentioner_v6,49b12bb05d0304e9e57aa14de78d5daa,dgm_og_mentioner_v6__49b12bb05d0304e9e57aa14de78d5daa
anamilena_munoz,Colombian Ambassador to Egypt and Saudi Arabia,Egypt,egypt,Ambassadors & Representatives,,,egypt;colombia,Ambassadors&Representatives,Colombian Ambassador to Egypt and Saudi Arabia,,dgm_og_mentioner_v6,1984b98dc0fd5bf644f415e79d261666,dgm_og_mentioner_v6__1984b98dc0fd5bf644f415e79d261666
nzinegypt,New Zealand Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;new zealand,Ambassadors&Representatives,New Zealand Ambassador to Egypt,,dgm_og_mentioner_v6,33e04f5f6249f36f584668ca6b5c25c5,dgm_og_mentioner_v6__33e04f5f6249f36f584668ca6b5c25c5
seanoreganirl,Irish Ambassador to Egypt and Lebanon,Egypt,egypt,Ambassadors & Representatives,,,egypt;ireland,Ambassadors&Representatives,Irish Ambassador to Egypt and Lebanon,,dgm_og_mentioner_v6,25480a57c5cde56176e993ffcf18dd0a,dgm_og_mentioner_v6__25480a57c5cde56176e993ffcf18dd0a
dkambinegypt,Danish Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;denmark,Ambassadors&Representatives,Danish Ambassador to Egypt,,dgm_og_mentioner_v6,c20e59c1a5e7987385ed0bd91d9ae6e4,dgm_og_mentioner_v6__c20e59c1a5e7987385ed0bd91d9ae6e4
geoffreydadams,UK Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;uk,Ambassadors&Representatives,UK Ambassador to Egypt,,dgm_og_mentioner_v6,e360dbbefab08ea58d5931ee054a016c,dgm_og_mentioner_v6__e360dbbefab08ea58d5931ee054a016c
sromatet,French Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;france,Ambassadors&Representatives,French Ambassador to Egypt,,dgm_og_mentioner_v6,ed4c08e6cba70ca64df5efc32f5c7e91,dgm_og_mentioner_v6__ed4c08e6cba70ca64df5efc32f5c7e91
amjad_o_adaileh,Jordanian Ambassador to Egypt,Egypt,egypt,Ambassadors & Representatives,,,egypt;jordan,Ambassadors&Representatives,Jordanian Ambassador to Egypt,,dgm_og_mentioner_v6,13d7f6c11acb976c0650747ddc2bc262,dgm_og_mentioner_v6__13d7f6c11acb976c0650747ddc2bc262
