keyword,caption_name,groups,Location,Title,City,Organization Name (child),Organization Name (Intermediate),Twitter Handle,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
presidentofbg,Bulgarian President Radev,heads of state,,,,,,,Consulates,Bulgarian President Radev,,bp_mentionee,a4dc2c815e61a0043545b28613d4fff8,bp_mentionee__a4dc2c815e61a0043545b28613d4fff8
carlosalvq,Costa Rican President Quesada,heads of state,,,,,,,Consulates,Costa Rican President Quesada,,bp_mentionee,762b15ca19f1d18013b8ca4b028c9aaa,bp_mentionee__762b15ca19f1d18013b8ca4b028c9aaa
amadougon,former Ivorian Prime Minister Coulibaly,heads of state,,,,,,,Diplomat,former Ivorian Prime Minister Coulibaly,,bp_mentionee,e4794b4a32e733fbaf01127d5750b2e6,bp_mentionee__e4794b4a32e733fbaf01127d5750b2e6
alphacondepresi,Guinean President Conde,heads of state,,,,,,,Media,Guinean President Conde,,bp_mentionee,a070e46d609a0bdab6d1091ced1f8cf6,bp_mentionee__a070e46d609a0bdab6d1091ced1f8cf6
ibrahimakfofana,Guinean Prime Minister Fofana,heads of state,,,,,,,AAEntity,Guinean Prime Minister Fofana,,bp_mentionee,210bc64c1423f165fcdaefabcfa999b6,bp_mentionee__210bc64c1423f165fcdaefabcfa999b6
presidentisl,Icelandic President Johannesen,heads of state,,,,,,,Refinery,Icelandic President Johannesen,,bp_mentionee,fe8b68dfcde45ee4a90616e499e15d6d,bp_mentionee__fe8b68dfcde45ee4a90616e499e15d6d
rashtrapatibhvn,Indian President Kovind,heads of state,,,,,,,ForeignMinister,Indian President Kovind,,bp_mentionee,c5fcb7ce123dfac4ab43f0e008bbd2a3,bp_mentionee__c5fcb7ce123dfac4ab43f0e008bbd2a3
giuseppeconteit,Italian Prime Minister Conte,heads of state,,,,,,,Exec,Italian Prime Minister Conte,,bp_mentionee,58270d372da39ed41ac8f0f7037964de,bp_mentionee__58270d372da39ed41ac8f0f7037964de
kingabdullahii,Jordanian King Abdullah,heads of state,,,,,,,ForeignMinistry,Jordanian King Abdullah,,bp_mentionee,3df191aa3077aaf3a00017d1be6a69e3,bp_mentionee__3df191aa3077aaf3a00017d1be6a69e3
se_rajoelina,Madagascar President Rajoelina,heads of state,,,,,,,Refinery,Madagascar President Rajoelina,,bp_mentionee,34cea96461b4c21e0cd3223fa8c8c2bf,bp_mentionee__34cea96461b4c21e0cd3223fa8c8c2bf
pjugnauth,Mauritius Prime Minister Jugnauth,heads of state,,,,,,,Legislator,Mauritius Prime Minister Jugnauth,,bp_mentionee,e7bf9ede515c99cca952599b6310bf96,bp_mentionee__e7bf9ede515c99cca952599b6310bf96
predsjednik_cg,Montengrin President Dukanovic,heads of state,,,,,,,space,Montengrin President Dukanovic,,bp_mentionee,5fee89b5984c8d39a8f4f05eed83890a,bp_mentionee__5fee89b5984c8d39a8f4f05eed83890a
o_spasovski,North Macedonian Prime Minister Spasovski,heads of state,,,,,,,Diplomat,North Macedonian Prime Minister Spasovski,,bp_mentionee,cd26e5d574a6af4056aeb26c9a5f2189,bp_mentionee__cd26e5d574a6af4056aeb26c9a5f2189
morawieckim,Polish Prime Minister Morawiecki,heads of state,,,,,,,LegislativeCommittee,Polish Prime Minister Morawiecki,,bp_mentionee,6c63adb0585bda11b87521ac631042eb,bp_mentionee__6c63adb0585bda11b87521ac631042eb
edngirente,Rwandan Prime Minister Ngirente,heads of state,,,,,,,Keyphrase,Rwandan Prime Minister Ngirente,,bp_mentionee,f3844966870e38dbca63fcfef6f4b9c6,bp_mentionee__f3844966870e38dbca63fcfef6f4b9c6
presidentbio,Sierra Leonean President Bio,heads of state,,,,,,,CompanyKeyword,Sierra Leonean President Bio,,bp_mentionee,242d29c692f9c2645845b6072369a3c6,bp_mentionee__242d29c692f9c2645845b6072369a3c6
allenmchastanet,St. Lucia Prime Minister Chastanet,heads of state,,,,,,,Organization,St. Lucia Prime Minister Chastanet,,bp_mentionee,34cadd2153071a8f5fc69a9b4f257a78,bp_mentionee__34cadd2153071a8f5fc69a9b4f257a78
barrowpresident,Gambian President Barrow,heads of state,,,,,,,Exec,Gambian President Barrow,,bp_mentionee,d7af56b01f05c8a442c1164c34572005,bp_mentionee__d7af56b01f05c8a442c1164c34572005
potus,US President Biden,heads of state,,,,,,,Legislator,US President Biden,,bp_mentionee,47ee719ce9b6a8bb684173536d8d3bbf,bp_mentionee__47ee719ce9b6a8bb684173536d8d3bbf
drmaeensaeed,Yemeni Prime Minister Saeed,heads of state,,,,,,,ForeignMinister,Yemeni Prime Minister Saeed,,bp_mentionee,a785f1e974d73048bbb975e04ac07bea,bp_mentionee__a785f1e974d73048bbb975e04ac07bea
generalneva,Burundian President Ndayishimiye,heads of state,,,,,,,Keyphrase,Burundian President Ndayishimiye,,bp_mentionee,2c77ee474dc4979efdf1d023a41efad3,bp_mentionee__2c77ee474dc4979efdf1d023a41efad3
firminngrebada,CAR Prime Minister Ngrebada,heads of state,,,,,,,Organization,CAR Prime Minister Ngrebada,,bp_mentionee,1485e74f2f2de2e2284eba18a8bef31f,bp_mentionee__1485e74f2f2de2e2284eba18a8bef31f
brunotshibala,DRC Prime Minister Shibala,heads of state,,,,,,,ForeignMinister,DRC Prime Minister Shibala,,bp_mentionee,1f87e2b100f9b3705fb1a402d6796412,bp_mentionee__1f87e2b100f9b3705fb1a402d6796412
mostafamadbou10,Egyptian Prime Minister Madbouly,heads of state,,,,,,,Organization,Egyptian Prime Minister Madbouly,,bp_mentionee,9ec555d6255cb405cf0ed24f3b4797e0,bp_mentionee__9ec555d6255cb405cf0ed24f3b4797e0
ratasjuri,Estonian Prime Minister Ratas,heads of state,,,,,,,ForeignMinister,Estonian Prime Minister Ratas,,bp_mentionee,514436652262a67656a50d239267b16f,bp_mentionee__514436652262a67656a50d239267b16f
kerstikaljulaid,Estonian President Kaljulaid,heads of state,,,,,,,Person,Estonian President Kaljulaid,,bp_mentionee,17dcf34226e524341321f44af3d11c34,bp_mentionee__17dcf34226e524341321f44af3d11c34
presidentfiji,Fijian President Konrote,heads of state,,,,,,,Wells,Fijian President Konrote,,bp_mentionee,88305bdc3f9615d46557cf8dfdedf26e,bp_mentionee__88305bdc3f9615d46557cf8dfdedf26e
pm_juliennkoghe,Gabonese Prime Minister Nkoghe,heads of state,,,,,,,Organization,Gabonese Prime Minister Nkoghe,,bp_mentionee,7d617195fa5541a521b2d0f9e09e625f,bp_mentionee__7d617195fa5541a521b2d0f9e09e625f
katrinjak,Icelandic Prime Minister Jakobsdottir,heads of state,,,,,,,LegislativeCommittee,Icelandic Prime Minister Jakobsdottir,,bp_mentionee,0f12dbb3ec46fd04f83bac735c3c7c27,bp_mentionee__0f12dbb3ec46fd04f83bac735c3c7c27
